,time,t2m,longitude,latitude,Fault_Label,Fault_Type
0,2019-01-01 12:00:00,26.225006103515625,-66,-1,0,0
1,2019-01-02 12:00:00,26.567718505859375,-66,-1,0,0
2,2019-01-03 12:00:00,26.099639892578125,-66,-1,0,0
3,2019-01-04 12:00:00,26.224029541015625,-66,-1,0,0
4,2019-01-05 12:00:00,26.351989746093693,-66,-1,0,0
5,2019-01-06 12:00:00,26.212371826171875,-66,-1,0,0
6,2019-01-07 12:00:00,26.45489501953125,-66,-1,0,0
7,2019-01-08 12:00:00,25.979919433593693,-66,-1,0,0
8,2019-01-09 12:00:00,25.4007568359375,-66,-1,0,0
9,2019-01-10 12:00:00,25.767364501953125,-66,-1,0,0
10,2019-01-11 12:00:00,25.616058349609375,-66,-1,0,0
11,2019-01-12 12:00:00,25.7357177734375,-66,-1,0,0
12,2019-01-13 12:00:00,25.298187255859375,-66,-1,0,0
13,2019-01-14 12:00:00,25.266448974609375,-66,-1,0,0
14,2019-01-15 12:00:00,25.521331787109375,-66,-1,0,0
15,2019-01-16 12:00:00,25.356231689453125,-66,-1,0,0
16,2019-01-17 12:00:00,25.368896484375,-66,-1,0,0
17,2019-01-18 12:00:00,25.249725341796875,-66,-1,0,0
18,2019-01-19 12:00:00,25.53399658203125,-66,-1,0,0
19,2019-01-20 12:00:00,25.452301025390625,-66,-1,0,0
20,2019-01-21 12:00:00,25.492034912109375,-66,-1,0,0
21,2019-01-22 12:00:00,25.711395263671875,-66,-1,0,0
22,2019-01-23 12:00:00,25.74530029296875,-66,-1,0,0
23,2019-01-24 12:00:00,25.639007568359375,-66,-1,0,0
24,2019-01-25 12:00:00,26.131622314453125,-66,-1,0,0
25,2019-01-26 12:00:00,26.281707763671875,-66,-1,0,0
26,2019-01-27 12:00:00,26.430267333984375,-66,-1,0,0
27,2019-01-28 12:00:00,26.316253662109375,-66,-1,0,0
28,2019-01-29 12:00:00,25.884765625,-66,-1,0,0
29,2019-01-30 12:00:00,25.666412353515625,-66,-1,0,0
30,2019-01-31 12:00:00,26.14959716796875,-66,-1,0,0
31,2019-02-01 12:00:00,26.180450439453125,-66,-1,0,0
32,2019-02-02 12:00:00,25.504302978515625,-66,-1,0,0
33,2019-02-03 12:00:00,25.849761962890625,-66,-1,0,0
34,2019-02-04 12:00:00,25.697784423828125,-66,-1,0,0
35,2019-02-05 12:00:00,25.458526611328125,-66,-1,0,0
36,2019-02-06 12:00:00,26.13140869140625,-66,-1,0,0
37,2019-02-07 12:00:00,26.717681884765625,-66,-1,0,0
38,2019-02-08 12:00:00,26.708160400390625,-66,-1,0,0
39,2019-02-09 12:00:00,26.526153564453125,-66,-1,0,0
40,2019-02-10 12:00:00,26.2042236328125,-66,-1,0,0
41,2019-02-11 12:00:00,26.414642333984375,-66,-1,0,0
42,2019-02-12 12:00:00,26.27325439453125,-66,-1,0,0
43,2019-02-13 12:00:00,26.038330078125,-66,-1,0,0
44,2019-02-14 12:00:00,25.829315185546875,-66,-1,0,0
45,2019-02-15 12:00:00,26.368133544921875,-66,-1,0,0
46,2019-02-16 12:00:00,26.325958251953125,-66,-1,0,0
47,2019-02-17 12:00:00,26.67999267578125,-66,-1,0,0
48,2019-02-18 12:00:00,27.074249267578125,-66,-1,0,0
49,2019-02-19 12:00:00,27.152679443359375,-66,-1,0,0
50,2019-02-20 12:00:00,26.489410400390625,-66,-1,0,0
51,2019-02-21 12:00:00,26.243682861328125,-66,-1,0,0
52,2019-02-22 12:00:00,26.572418212890625,-66,-1,0,0
53,2019-02-23 12:00:00,26.394683837890625,-66,-1,0,0
54,2019-02-24 12:00:00,26.639739990234375,-66,-1,0,0
55,2019-02-25 12:00:00,26.5909423828125,-66,-1,0,0
56,2019-02-26 12:00:00,26.779022216796875,-66,-1,0,0
57,2019-02-27 12:00:00,26.332122802734375,-66,-1,0,0
58,2019-02-28 12:00:00,26.50018310546875,-66,-1,0,0
59,2019-03-01 12:00:00,26.602081298828125,-66,-1,0,0
60,2019-03-02 12:00:00,26.381072998046875,-66,-1,0,0
61,2019-03-03 12:00:00,26.547149658203125,-66,-1,0,0
62,2019-03-04 12:00:00,26.527801513671875,-66,-1,0,0
63,2019-03-05 12:00:00,26.819854736328125,-66,-1,0,0
64,2019-03-06 12:00:00,27.12615966796875,-66,-1,0,0
