,time,t2m,longitude,latitude,Fault_Label,Fault_Type
0,2023-01-01 00:00:00,8.608099999999979,105,20,0,0
1,2023-01-01 01:00:00,9.580139999999972,105,20,0,0
2,2023-01-01 02:00:00,11.633359999999982,105,20,0,0
3,2023-01-01 03:00:00,13.921629999999993,105,20,0,0
4,2023-01-01 04:00:00,16.048999999999978,105,20,0,0
5,2023-01-01 05:00:00,16.048999999999978,105,20,1,4
6,2023-01-01 06:00:00,16.048999999999978,105,20,1,4
7,2023-01-01 07:00:00,16.048999999999978,105,20,1,4
8,2023-01-01 08:00:00,16.048999999999978,105,20,1,4
9,2023-01-01 09:00:00,16.048999999999978,105,20,1,4
10,2023-01-01 10:00:00,16.430270000000007,105,20,0,0
11,2023-01-01 11:00:00,13.833799999999997,105,20,0,0
12,2023-01-01 12:00:00,13.833799999999997,105,20,1,4
13,2023-01-01 13:00:00,13.833799999999997,105,20,1,4
14,2023-01-01 14:00:00,13.833799999999997,105,20,1,4
15,2023-01-01 15:00:00,13.833799999999997,105,20,1,4
16,2023-01-01 16:00:00,13.833799999999997,105,20,1,4
17,2023-01-01 17:00:00,11.291560000000004,105,20,1,4
18,2023-01-01 18:00:00,11.291560000000004,105,20,1,4
19,2023-01-01 19:00:00,9.414600000000007,105,20,0,0
20,2023-01-01 20:00:00,9.291139999999984,105,20,0,0
21,2023-01-01 21:00:00,9.074950000000001,105,20,0,0
22,2023-01-01 22:00:00,8.98223999999999,105,20,0,0
23,2023-01-01 23:00:00,8.891419999999982,105,20,0,0
24,2023-01-02 00:00:00,8.914859999999976,105,20,0,0
25,2023-01-02 01:00:00,10.221619999999973,105,20,0,0
26,2023-01-02 02:00:00,12.704349999999977,105,20,0,0
27,2023-01-02 03:00:00,15.090820000000008,105,20,0,0
28,2023-01-02 04:00:00,16.92095999999998,105,20,0,0
29,2023-01-02 05:00:00,18.082150000000013,105,20,0,0
30,2023-01-02 06:00:00,18.082150000000013,105,20,1,4
31,2023-01-02 07:00:00,18.082150000000013,105,20,1,4
32,2023-01-02 08:00:00,18.082150000000013,105,20,1,4
33,2023-01-02 09:00:00,18.082150000000013,105,20,1,4
34,2023-01-02 10:00:00,18.082150000000013,105,20,1,4
