,time,t2m,longitude,latitude,Fault_Label,Fault_Type
0,2023-01-01 00:00:00,5.791699999999992,104,19,0,0
1,2023-01-01 01:00:00,9.580139999999972,104,19,0,0
2,2023-01-01 02:00:00,11.930240000000026,104,19,0,0
3,2023-01-01 03:00:00,14.273199999999974,104,19,0,0
4,2023-01-01 04:00:00,16.150570000000016,104,19,0,0
5,2023-01-01 05:00:00,17.404240000000016,104,19,0,0
6,2023-01-01 06:00:00,18.08746000000002,104,19,0,0
7,2023-01-01 07:00:00,18.156740000000013,104,19,0,0
8,2023-01-01 08:00:00,17.541260000000023,104,19,0,0
9,2023-01-01 09:00:00,16.283500000000004,104,19,0,0
10,2023-01-01 10:00:00,14.008399999999995,104,19,0,0
11,2023-01-01 11:00:00,10.751770000000022,104,19,0,0
12,2023-01-01 12:00:00,10.472699999999975,104,19,0,0
13,2023-01-01 13:00:00,10.689999999999998,104,19,0,0
14,2023-01-01 14:00:00,10.733220000000017,104,19,0,0
15,2023-01-01 15:00:00,9.844359999999995,104,19,0,0
16,2023-01-01 16:00:00,8.595199999999977,104,19,0,0
17,2023-01-01 17:00:00,7.742599999999982,104,19,0,0
18,2023-01-01 18:00:00,7.336360000000013,104,19,0,0
19,2023-01-01 19:00:00,7.008359999999982,104,19,0,0
20,2023-01-01 20:00:00,6.931759999999997,104,19,0,0
21,2023-01-01 21:00:00,7.488999999999976,104,19,0,0
22,2023-01-01 22:00:00,8.251770000000022,104,19,0,0
23,2023-01-01 23:00:00,8.426570000000027,104,19,0,0
24,2023-01-02 00:00:00,8.434399999999982,104,19,0,0
25,2023-01-02 01:00:00,10.178650000000005,104,19,0,0
26,2023-01-02 02:00:00,12.786380000000008,104,19,0,0
27,2023-01-02 03:00:00,14.700199999999995,104,19,0,0
28,2023-01-02 04:00:00,15.381899999999973,104,19,0,0
29,2023-01-02 05:00:00,15.402469999999994,104,19,0,0
30,2023-01-02 06:00:00,15.512,104,19,0,0
31,2023-01-02 07:00:00,15.208680000000015,104,19,0,0
32,2023-01-02 08:00:00,14.656600000000026,104,19,0,0
33,2023-01-02 09:00:00,13.957899999999995,104,19,0,0
34,2023-01-02 10:00:00,13.02706999999998,104,19,0,0
35,2023-01-02 11:00:00,11.412660000000017,104,19,0,0
36,2023-01-02 12:00:00,10.74187999999998,104,19,0,0
37,2023-01-02 13:00:00,10.216799999999978,104,19,0,0
38,2023-01-02 14:00:00,9.779479999999978,104,19,0,0
39,2023-01-02 15:00:00,9.330100000000016,104,19,0,0
40,2023-01-02 16:00:00,9.00506999999999,104,19,0,0
41,2023-01-02 17:00:00,9.188449999999989,104,19,0,0
42,2023-01-02 18:00:00,9.054779999999994,104,19,0,0
43,2023-01-02 19:00:00,9.424680000000023,104,19,0,0
44,2023-01-02 20:00:00,9.815200000000004,104,19,0,0
45,2023-01-02 21:00:00,9.647699999999986,104,19,0,0
46,2023-01-02 22:00:00,9.394650000000013,104,19,0,0
47,2023-01-02 23:00:00,9.093020000000024,104,19,0,0
48,2023-01-03 00:00:00,8.947630000000004,104,19,0,0
49,2023-01-03 01:00:00,9.781650000000013,104,19,0,0
50,2023-01-03 02:00:00,10.808260000000018,104,19,0,0
51,2023-01-03 03:00:00,12.530579999999986,104,19,0,0
52,2023-01-03 04:00:00,13.794500000000028,104,19,0,0
53,2023-01-03 05:00:00,14.337339999999983,104,19,0,0
54,2023-01-03 06:00:00,14.714780000000019,104,19,0,0
55,2023-01-03 07:00:00,14.77985000000001,104,19,0,0
56,2023-01-03 08:00:00,14.610599999999977,104,19,0,0
57,2023-01-03 09:00:00,14.077240000000018,104,19,0,0
58,2023-01-03 10:00:00,12.910030000000006,104,19,0,0
59,2023-01-03 11:00:00,11.783230000000003,104,19,0,0
60,2023-01-03 12:00:00,11.470030000000008,104,19,0,0
61,2023-01-03 13:00:00,11.218999999999994,104,19,0,0
62,2023-01-03 14:00:00,10.906200000000013,104,19,0,0
63,2023-01-03 15:00:00,10.494599999999991,104,19,0,0
64,2023-01-03 16:00:00,10.000949999999989,104,19,0,0
65,2023-01-03 17:00:00,9.9058,104,19,0,0
66,2023-01-03 18:00:00,9.823699999999974,104,19,0,0
67,2023-01-03 19:00:00,9.508199999999988,104,19,0,0
68,2023-01-03 20:00:00,9.01461999999998,104,19,0,0
69,2023-01-03 21:00:00,8.529299999999978,104,19,0,0
70,2023-01-03 22:00:00,8.561919999999986,104,19,0,0
71,2023-01-03 23:00:00,8.757749999999987,104,19,0,0
72,2023-01-04 00:00:00,9.220399999999984,104,19,0,0
73,2023-01-04 01:00:00,13.761599999999987,104,19,0,0
74,2023-01-04 02:00:00,14.810240000000022,104,19,0,0
75,2023-01-04 03:00:00,16.303499999999985,104,19,0,0
76,2023-01-04 04:00:00,17.48755,104,19,0,0
77,2023-01-04 05:00:00,18.027949999999976,104,19,0,0
78,2023-01-04 06:00:00,18.366150000000005,104,19,0,0
79,2023-01-04 07:00:00,18.06558000000001,104,19,0,0
80,2023-01-04 08:00:00,17.406200000000013,104,19,0,0
81,2023-01-04 09:00:00,16.246100000000013,104,19,0,0
82,2023-01-04 10:00:00,14.87936000000002,104,19,0,0
83,2023-01-04 11:00:00,13.055569999999989,104,19,0,0
84,2023-01-04 12:00:00,12.01758000000001,104,19,0,0
85,2023-01-04 13:00:00,11.75542999999999,104,19,0,0
86,2023-01-04 14:00:00,11.63884999999999,104,19,0,0
87,2023-01-04 15:00:00,11.48914000000002,104,19,0,0
88,2023-01-04 16:00:00,11.353819999999985,104,19,0,0
89,2023-01-04 17:00:00,11.503750000000025,104,19,0,0
90,2023-01-04 18:00:00,11.760739999999998,104,19,0,0
91,2023-01-04 19:00:00,11.695159999999987,104,19,0,0
92,2023-01-04 20:00:00,11.190580000000011,104,19,0,0
93,2023-01-04 21:00:00,10.598720000000014,104,19,0,0
94,2023-01-04 22:00:00,10.171199999999999,104,19,0,0
95,2023-01-04 23:00:00,10.012879999999996,104,19,0,0
96,2023-01-05 00:00:00,10.283200000000022,104,19,0,0
97,2023-01-05 01:00:00,12.933960000000013,104,19,0,0
98,2023-01-05 02:00:00,15.542100000000005,104,19,0,0
99,2023-01-05 03:00:00,17.21260000000001,104,19,0,0
100,2023-01-05 04:00:00,18.455319999999972,104,19,0,0
101,2023-01-05 05:00:00,19.466459999999984,104,19,0,0
102,2023-01-05 06:00:00,19.85223000000002,104,19,0,0
103,2023-01-05 07:00:00,19.77163999999999,104,19,0,0
104,2023-01-05 08:00:00,19.146479999999997,104,19,0,0
105,2023-01-05 09:00:00,17.587829999999997,104,19,0,0
106,2023-01-05 10:00:00,16.19153,104,19,0,0
107,2023-01-05 11:00:00,14.274699999999996,104,19,0,0
108,2023-01-05 12:00:00,13.601679999999988,104,19,0,0
109,2023-01-05 13:00:00,13.209169999999972,104,19,0,0
110,2023-01-05 14:00:00,12.793330000000026,104,19,0,0
111,2023-01-05 15:00:00,12.567139999999995,104,19,0,0
112,2023-01-05 16:00:00,12.465449999999976,104,19,0,0
113,2023-01-05 17:00:00,12.71062999999998,104,19,0,0
114,2023-01-05 18:00:00,12.765800000000013,104,19,0,0
115,2023-01-05 19:00:00,12.878019999999992,104,19,0,0
116,2023-01-05 20:00:00,13.492129999999975,104,19,0,0
